,id,clone_url,created_at,description,full_name,language,name,size,stargazers_count,updated_at,forks_count
4354,104596897,https://github.com/dumontvi/Audio-Visualizer.git,2017-09-23 20:25:40+00:00,An audio-visualizer on an 8x8 LED Matrix done in Verilog,dumontvi/Audio-Visualizer,Verilog,Audio-Visualizer,2002,1,2022-04-05 04:02:48+00:00,0
4355,104300818,https://github.com/NishadSaraf/Bare-Metal-Closed-Loop-Speed-Control-System.git,2017-09-21 04:15:47+00:00,Bare metal (without embedded OS) DC motor speed control system ,NishadSaraf/Bare-Metal-Closed-Loop-Speed-Control-System,Verilog,Bare-Metal-Closed-Loop-Speed-Control-System,781,1,2018-06-04 18:04:08+00:00,0
4356,110365549,https://github.com/harvard-cns/NetFPGA-SUME.git,2017-11-11 17:31:17+00:00,,harvard-cns/NetFPGA-SUME,Verilog,NetFPGA-SUME,12623,1,2022-08-16 03:43:07+00:00,1
4357,111784315,https://github.com/ehsaneam/Advanced-Computer-Architecture.git,2017-11-23 08:39:21+00:00,"simulation of pipe-lined architecture,cache added,super-scalar,branch prediction,...",ehsaneam/Advanced-Computer-Architecture,Verilog,Advanced-Computer-Architecture,21,1,2018-11-25 02:02:34+00:00,1
4358,110003202,https://github.com/lukevolpatti/FPGAEncryption.git,2017-11-08 16:44:46+00:00,Verilog implementation of Tiny Encryption Algorithm and accompanying I/O,lukevolpatti/FPGAEncryption,Verilog,FPGAEncryption,561,1,2018-09-20 03:24:03+00:00,0
4359,112425963,https://github.com/nFal/Verilog.git,2017-11-29 04:21:15+00:00,HDL/HVL codes. Primarily in Verilog or SystemVerilog.,nFal/Verilog,Verilog,Verilog,16,1,2024-02-07 04:23:43+00:00,0
4360,106083359,https://github.com/kingstacker/fifo.git,2017-10-07 08:42:25+00:00,synchronized fifo & asynchronized fifo,kingstacker/fifo,Verilog,fifo,11,1,2024-05-01 11:58:23+00:00,2
4361,105400320,https://github.com/sophiamallaro/Computer-Architecture-Project.git,2017-09-30 20:55:41+00:00,,sophiamallaro/Computer-Architecture-Project,Verilog,Computer-Architecture-Project,1788,1,2020-02-11 04:12:29+00:00,0
4362,112359063,https://github.com/justin-daniel-forman/765_p5.git,2017-11-28 16:17:52+00:00,18765 F17 Project 5,justin-daniel-forman/765_p5,Verilog,765_p5,16921,1,2022-04-29 23:10:06+00:00,0
4363,112861503,https://github.com/wouterdevinck/lamp-fpga.git,2017-12-02 17:19:14+00:00,Verilog code for the iCE40 FPGA in project lamp.,wouterdevinck/lamp-fpga,Verilog,lamp-fpga,62,1,2018-02-16 15:48:16+00:00,0
4364,109457587,https://github.com/jasonmeijianjun/or1200_cpu_verilog.git,2017-11-04 01:29:18+00:00,The book of leisilei's source code,jasonmeijianjun/or1200_cpu_verilog,Verilog,or1200_cpu_verilog,4943,1,2024-05-05 04:52:37+00:00,1
4365,108410192,https://github.com/wangjksjtu/verilog.git,2017-10-26 12:44:07+00:00,Bunch of details in verilog's syntax.,wangjksjtu/verilog,Verilog,verilog,40,1,2021-11-12 07:31:06+00:00,0
4366,108560619,https://github.com/wc2582/Digital-System-Design.git,2017-10-27 15:07:26+00:00,ECE 319 at Lehigh,wc2582/Digital-System-Design,Verilog,Digital-System-Design,9,1,2021-11-15 07:58:50+00:00,2
4367,108542899,https://github.com/andernil/DIC-project.git,2017-10-27 12:23:45+00:00,TFE4152,andernil/DIC-project,Verilog,DIC-project,6457,1,2020-09-28 12:43:22+00:00,0
4368,111323723,https://github.com/MaT1g3R/csc258_final_project.git,2017-11-19 19:06:25+00:00,CSC258 final project,MaT1g3R/csc258_final_project,Verilog,csc258_final_project,503,1,2018-11-01 21:00:08+00:00,0
4369,106041004,https://github.com/ilyadesign/SPI_Receiver.git,2017-10-06 19:08:38+00:00,SPI_receiver demo in verilog,ilyadesign/SPI_Receiver,Verilog,SPI_Receiver,18,1,2023-11-07 09:14:06+00:00,0
4370,110796708,https://github.com/shahin-imtiaz/CSC258.git,2017-11-15 07:02:00+00:00,CSC258,shahin-imtiaz/CSC258,Verilog,CSC258,40401,1,2022-09-14 12:24:15+00:00,3
4371,111928193,https://github.com/ShivamAgarwal345/VLIW_Pipeline.git,2017-11-24 14:41:26+00:00,,ShivamAgarwal345/VLIW_Pipeline,Verilog,VLIW_Pipeline,37,1,2018-03-13 18:55:49+00:00,1
4372,105447144,https://github.com/MamdouhRElNakeeb/MIPS-Processor-with-ALU.git,2017-10-01 14:15:01+00:00,ASU_CSE_3rd_CO,MamdouhRElNakeeb/MIPS-Processor-with-ALU,Verilog,MIPS-Processor-with-ALU,134,1,2018-06-12 08:11:11+00:00,0
4373,105512492,https://github.com/Dodoveloper/two-operands-multiplier.git,2017-10-02 08:23:34+00:00,A multiplier which takes two 4-bit operands in and returns the corresponding 8-bit product.,Dodoveloper/two-operands-multiplier,Verilog,two-operands-multiplier,30,1,2024-01-24 23:46:27+00:00,0
4374,111431150,https://github.com/ss031/Embedded-Final-Project.git,2017-11-20 15:52:33+00:00,Spider project,ss031/Embedded-Final-Project,Verilog,Embedded-Final-Project,114075,1,2017-12-07 17:34:46+00:00,0
4375,111444421,https://github.com/ben-j-c/VGA-Text-Writer.git,2017-11-20 17:57:09+00:00,Write characters to a VGA display in Verilog.,ben-j-c/VGA-Text-Writer,Verilog,VGA-Text-Writer,37,1,2017-12-02 07:30:07+00:00,1
4376,111438085,https://github.com/shreyasnbhat/vliw-architecture.git,2017-11-20 16:54:32+00:00,,shreyasnbhat/vliw-architecture,Verilog,vliw-architecture,61,1,2018-10-22 15:03:24+00:00,0
4377,110425574,https://github.com/abhilashtuse/RISC_CPU.git,2017-11-12 11:06:40+00:00,Five-stage 32-bit pipelined RISC CPU implementation,abhilashtuse/RISC_CPU,Verilog,RISC_CPU,24,1,2018-11-07 05:45:34+00:00,0
4378,111897281,https://github.com/Vignesh-Sairaj/Pipelined-Processor.git,2017-11-24 08:58:15+00:00,A fully pipelined MIPS-inspired 32-bit processor with branch detection and forwarding. Supports 32-bit IEEE-754 floating point instructions.,Vignesh-Sairaj/Pipelined-Processor,Verilog,Pipelined-Processor,1319,1,2018-10-07 06:30:10+00:00,0
4379,106781235,https://github.com/vipinkmenon/objectDetector.git,2017-10-13 05:22:20+00:00,,vipinkmenon/objectDetector,Verilog,objectDetector,2,1,2018-12-21 23:29:41+00:00,0
4380,106501284,https://github.com/Siriussee/Digital-Experiment.git,2017-10-11 03:31:35+00:00,,Siriussee/Digital-Experiment,Verilog,Digital-Experiment,150983,1,2021-10-05 05:27:40+00:00,0
4381,112096712,https://github.com/marsohod4you/m2rpi_first.git,2017-11-26 16:06:29+00:00,"First FPGA project for Marsohod2RPI board, which is connected to Raspberry Pi3 via GPIO socket",marsohod4you/m2rpi_first,Verilog,m2rpi_first,92,1,2019-08-27 21:37:47+00:00,1
4382,108947809,https://github.com/anisaqazi/Verification_MESI.git,2017-10-31 05:05:38+00:00,,anisaqazi/Verification_MESI,Verilog,Verification_MESI,1724,1,2020-05-13 06:28:03+00:00,0
4383,112651945,https://github.com/vamshireddy08/sdram.git,2017-11-30 19:33:57+00:00,verilog code,vamshireddy08/sdram,Verilog,sdram,9,1,2019-01-26 07:42:22+00:00,1
4384,111011444,https://github.com/donghwe90/Calculator.git,2017-11-16 19:10:51+00:00,FPGA verilog,donghwe90/Calculator,Verilog,Calculator,24,1,2020-11-10 10:42:26+00:00,0
4385,111050789,https://github.com/ortizcapetta/SPARC_V8.git,2017-11-17 03:05:10+00:00,Building a SPARC V8 in Verilog for Computer Architecture II,ortizcapetta/SPARC_V8,Verilog,SPARC_V8,11,1,2018-11-10 04:24:09+00:00,0
4386,110006199,https://github.com/joaosoares/montgomery_hw.git,2017-11-08 17:12:12+00:00,KU Leuven DDP - Montgomery hardware project Group 12,joaosoares/montgomery_hw,Verilog,montgomery_hw,3119,1,2023-09-11 07:11:44+00:00,1
4387,109878993,https://github.com/abhimohta/VLIW-Processor.git,2017-11-07 19:10:17+00:00,VLIW Pipelined processor for given set of instructions,abhimohta/VLIW-Processor,Verilog,VLIW-Processor,10,1,2018-04-29 00:21:21+00:00,0
4388,111001236,https://github.com/Jigar29/VLSI_Hardware_for_NN.git,2017-11-16 17:25:49+00:00,The project is an implementation of the Neural Network on the VLSI Chip having fixed weights. ,Jigar29/VLSI_Hardware_for_NN,Verilog,VLSI_Hardware_for_NN,7734,1,2019-12-07 19:49:00+00:00,0
4389,107535891,https://github.com/karthikbnd/ip_repo.git,2017-10-19 11:10:50+00:00,Sample Generator,karthikbnd/ip_repo,Verilog,ip_repo,9,1,2022-04-13 19:10:32+00:00,0
4390,104660645,https://github.com/gcarvajalb/IPD432-reference-modules.git,2017-09-24 16:52:54+00:00,,gcarvajalb/IPD432-reference-modules,Verilog,IPD432-reference-modules,17186,1,2022-11-23 02:28:40+00:00,0
4391,109056935,https://github.com/ybharatu/BitcoinMiner.git,2017-10-31 22:03:32+00:00,,ybharatu/BitcoinMiner,Verilog,BitcoinMiner,6781,1,2019-09-16 11:36:34+00:00,1
4392,107057345,https://github.com/amiller7023/FPGA.git,2017-10-15 23:40:00+00:00,A collection of projects from my class on digital logic design and FPGA synthesis.,amiller7023/FPGA,Verilog,FPGA,5674,1,2023-03-30 13:22:59+00:00,0
4393,105715266,https://github.com/pongtr/led-cube.git,2017-10-03 23:49:17+00:00,EENG 201 LED Cube controlled by FPGA board,pongtr/led-cube,Verilog,led-cube,986,1,2020-09-06 18:31:04+00:00,0
4394,106521233,https://github.com/topic-embedded-products/adi_hdl.git,2017-10-11 07:35:42+00:00,,topic-embedded-products/adi_hdl,Verilog,adi_hdl,7627,1,2023-10-29 02:41:33+00:00,2
4395,112656977,https://github.com/Ma1iciousL0af/instruction_fetch.git,2017-11-30 20:28:11+00:00,Instruction Fetch MIPS processor simulator,Ma1iciousL0af/instruction_fetch,Verilog,instruction_fetch,11,1,2023-01-27 22:28:07+00:00,4
4396,112900296,https://github.com/JamesBond0014/Tuner.git,2017-12-03 04:38:03+00:00,DE1-SOC Board Tuner using verilog,JamesBond0014/Tuner,Verilog,Tuner,45,1,2019-02-07 03:48:06+00:00,1
4397,111478720,https://github.com/djlovell/MiniS08.git,2017-11-21 00:36:30+00:00,From-scratch implementation of an HCS08 Microcontroller,djlovell/MiniS08,Verilog,MiniS08,18800,1,2019-11-02 21:49:17+00:00,1
4398,110660324,https://github.com/KirKur/chipscope_project_generator.git,2017-11-14 08:15:13+00:00,Generates project for Xilinx Chipscope analyzer from Verilog source,KirKur/chipscope_project_generator,Verilog,chipscope_project_generator,46,1,2022-09-08 00:15:20+00:00,0
4399,109384154,https://github.com/greensprin/SCALER.git,2017-11-03 10:42:20+00:00,,greensprin/SCALER,Verilog,SCALER,560,1,2017-11-30 12:09:15+00:00,0
4400,112688301,https://github.com/domen111/Computer-Architecture-Project1.git,2017-12-01 03:02:25+00:00,Group Projects for NTU CSIE Computer Architecture Class,domen111/Computer-Architecture-Project1,Verilog,Computer-Architecture-Project1,95,1,2022-11-02 06:47:42+00:00,0
4401,110387463,https://github.com/sarofim/theremin-hero.git,2017-11-11 23:03:07+00:00,guitar hero style game with theremin as input (light sensor input) ,sarofim/theremin-hero,Verilog,theremin-hero,597,1,2018-05-01 20:49:36+00:00,1
4402,105453499,https://github.com/juanmard/test-icestudio.git,2017-10-01 15:50:45+00:00,Encapsulated VGA controller test for icestudio.,juanmard/test-icestudio,Verilog,test-icestudio,69,1,2017-11-05 14:40:06+00:00,0
4403,109947986,https://github.com/huangxf14/Communication-Experiment.git,2017-11-08 08:26:09+00:00,code for communication experiment,huangxf14/Communication-Experiment,Verilog,Communication-Experiment,3660,1,2018-10-19 11:26:57+00:00,0
4404,109878443,https://github.com/abhimohta/Cache-Design.git,2017-11-07 19:04:57+00:00,"Write Through, FIFO, Way Prediction cache of 512B with associativity 2",abhimohta/Cache-Design,Verilog,Cache-Design,6,1,2018-01-12 05:08:22+00:00,0
4405,111544708,https://github.com/copperdong/anlogic-picorv32.git,2017-11-21 12:12:58+00:00,Optimized picorv32 core for anlogic FPGA,copperdong/anlogic-picorv32,Verilog,anlogic-picorv32,202,1,2023-11-12 07:19:30+00:00,4
4406,108986287,https://github.com/sharanyakamath/Fastest-Finger-First-Project.git,2017-10-31 11:30:11+00:00,Digital Electronics project based on the buzzer rounds of quiz shows.,sharanyakamath/Fastest-Finger-First-Project,Verilog,Fastest-Finger-First-Project,754,1,2024-04-06 03:12:08+00:00,1
4407,118303050,https://github.com/lvyufeng/step_into_mips.git,2018-01-21 04:05:44+00:00,一步一步写MIPS CPU,lvyufeng/step_into_mips,Verilog,step_into_mips,35863,740,2024-10-26 08:46:52+00:00,155
4408,120639044,https://github.com/zephray/VerilogBoy.git,2018-02-07 16:15:08+00:00,A Pi emulating a GameBoy sounds cheap. What about an FPGA?,zephray/VerilogBoy,Verilog,VerilogBoy,15160,464,2024-10-21 21:59:51+00:00,57
4409,117946624,https://github.com/hunterlew/convolution_network_on_FPGA.git,2018-01-18 07:13:48+00:00,CNN acceleration on virtex-7 FPGA with verilog HDL,hunterlew/convolution_network_on_FPGA,Verilog,convolution_network_on_FPGA,1720,402,2024-10-29 07:17:24+00:00,128
4410,113326804,https://github.com/Evensgn/RISC-V-CPU.git,2017-12-06 14:30:29+00:00,"RISC-V CPU with 5-stage pipeline, implemented in Verilog HDL.",Evensgn/RISC-V-CPU,Verilog,RISC-V-CPU,5632,228,2024-10-26 09:33:00+00:00,38
4411,115529178,https://github.com/zach0zhang/Single_instruction_cycle_OpenMIPS.git,2017-12-27 14:30:42+00:00,通过学习《自己动手写CPU》，将书中实现的兼容MIPS32指令集架构的处理器——OpenMIPS（五级流水线结构），简化成单指令周期实现的处理器,zach0zhang/Single_instruction_cycle_OpenMIPS,Verilog,Single_instruction_cycle_OpenMIPS,3583,187,2024-09-25 09:41:07+00:00,45
4412,115555467,https://github.com/ZipCPU/vgasim.git,2017-12-27 20:33:58+00:00,A Video display simulator,ZipCPU/vgasim,Verilog,vgasim,4045,155,2024-09-21 16:46:21+00:00,18
4413,119828919,https://github.com/1801BM1/vm80a.git,2018-02-01 11:50:44+00:00,"i8080 precise replica in Verilog, based on reverse engineering of real die",1801BM1/vm80a,Verilog,vm80a,15939,152,2024-10-18 02:13:18+00:00,21
4414,113827339,https://github.com/kunalg123/vsdflow.git,2017-12-11 07:34:16+00:00,"VSDFLOW  is  an  automated  solution  to  programmers, hobbyists and small scale semiconductor technology entrepreneurs who can craft their ideas in RTL language, and convert the design to hardware using VSD (RTL-to-GDS) FLOW. VSDFLOW  is  completely  build  using OPHW tools, where the user gives input RTL in verilog. From here on the VSDFLOW takes control, RTL is synthesized (using Yosys). The synthesized netlist is given to PNR tool (Qflow) and finally Sign-off is done with STA tool (using Opentimer). The output of the flow is GDSII layout and performance & area metrics of your design. VSDFLOW also provide hooks at all stages for users working at different levels of design flow. It is tested for 30k instance count design like ARM Cortex-M0, and can be further tested for multi-million instance count using hierarchical or glue logic.",kunalg123/vsdflow,Verilog,vsdflow,13711,150,2024-10-10 04:05:01+00:00,55
4415,115606964,https://github.com/dukelec/cdbus.git,2017-12-28 09:22:25+00:00,CDBUS (Controller Distributed Bus) Protocol and IP Core,dukelec/cdbus,Verilog,cdbus,2608,147,2024-10-19 04:08:23+00:00,52
4416,120582043,https://github.com/icebreaker-fpga/icebreaker-verilog-examples.git,2018-02-07 07:53:20+00:00,This repository contains small example designs that can be used with the open source icestorm flow.,icebreaker-fpga/icebreaker-verilog-examples,Verilog,icebreaker-verilog-examples,173,140,2024-10-27 23:56:32+00:00,38
4417,115920613,https://github.com/alangarf/apple-one.git,2018-01-01 13:23:12+00:00,An attempt at a small Verilog implementation of the original Apple 1 on an FPGA,alangarf/apple-one,Verilog,apple-one,6265,136,2024-10-25 09:27:28+00:00,36
4418,115837888,https://github.com/TimRudy/ice-chips-verilog.git,2017-12-31 02:34:34+00:00,IceChips is a library of all common discrete logic devices in Verilog,TimRudy/ice-chips-verilog,Verilog,ice-chips-verilog,1478,133,2024-10-24 17:19:32+00:00,20
4419,112978342,https://github.com/drandyhaas/Haasoscope.git,2017-12-04 01:07:24+00:00,"Docs, design, firmware, and software for the Haasoscope",drandyhaas/Haasoscope,Verilog,Haasoscope,85539,112,2024-09-21 18:06:44+00:00,39
4420,116588652,https://github.com/ataradov/riscv.git,2018-01-07 18:20:46+00:00,Verilog implementation of a RISC-V core,ataradov/riscv,Verilog,riscv,54,101,2024-08-13 09:52:10+00:00,20
4421,113078990,https://github.com/ZipCPU/dpll.git,2017-12-04 18:25:21+00:00,A collection of phase locked loop (PLL) related projects,ZipCPU/dpll,Verilog,dpll,707,99,2024-10-27 12:21:54+00:00,26
4422,117873222,https://github.com/gupta409/Processor-UVM-Verification.git,2018-01-17 18:03:19+00:00,System Verilog based Verification of MIPS 5 staged pipelined processor using UVM environment,gupta409/Processor-UVM-Verification,Verilog,Processor-UVM-Verification,363,93,2024-10-22 05:16:22+00:00,33
4423,113839829,https://github.com/lmxyy/Computer-Architecture-Task-2.git,2017-12-11 09:37:47+00:00,Riscv32 CPU Project,lmxyy/Computer-Architecture-Task-2,Verilog,Computer-Architecture-Task-2,150123,82,2024-07-30 17:23:58+00:00,21
4424,120834015,https://github.com/xenowing/xenowing.git,2018-02-09 00:11:50+00:00,"""What comes next? Super Mario 128? Actually, that's what I want to do.""",xenowing/xenowing,Verilog,xenowing,20702,76,2024-03-29 22:36:38+00:00,4
4425,120124970,https://github.com/bakhshalipour/NoC-Verilog.git,2018-02-03 20:01:49+00:00,A verilog implementation for Network-on-Chip,bakhshalipour/NoC-Verilog,Verilog,NoC-Verilog,23,65,2024-10-04 17:55:48+00:00,21
4426,119453325,https://github.com/abnoname/iceZ0mb1e.git,2018-01-29 23:04:32+00:00,FPGA 8-Bit TV80 SoC for Lattice iCE40 with complete open-source toolchain flow using yosys and SDCC,abnoname/iceZ0mb1e,Verilog,iceZ0mb1e,7757,54,2024-08-10 12:51:10+00:00,16
4427,117067945,https://github.com/vpecanins/max1000-tutorial.git,2018-01-11 07:51:08+00:00,Tutorial and example projects for the Arrow MAX1000 FPGA board,vpecanins/max1000-tutorial,Verilog,max1000-tutorial,6450,50,2024-06-27 02:05:43+00:00,21
4428,116168206,https://github.com/marqs85/snes_dejitter.git,2018-01-03 18:20:05+00:00,NES/SNES 240p de-jitter mod,marqs85/snes_dejitter,Verilog,snes_dejitter,6384,45,2024-10-05 14:17:27+00:00,10
4429,116151439,https://github.com/romulus0914/CNN_VGG19_verilog.git,2018-01-03 15:20:05+00:00,Convolution Neural Network of vgg19 model in verilog,romulus0914/CNN_VGG19_verilog,Verilog,CNN_VGG19_verilog,1425,43,2024-09-24 05:41:11+00:00,14
4430,113454857,https://github.com/marceluda/rp_lock-in_pid.git,2017-12-07 13:35:17+00:00,Lock-in and PID application for RedPitaya enviroment,marceluda/rp_lock-in_pid,Verilog,rp_lock-in_pid,79773,41,2024-08-18 08:12:58+00:00,22
4431,116308238,https://github.com/stevenbell/csirx.git,2018-01-04 21:14:33+00:00,Open-source CSI-2 receiver for Xilinx UltraScale parts ,stevenbell/csirx,Verilog,csirx,12186,35,2024-09-10 08:05:26+00:00,14
4432,120944384,https://github.com/sh-vlad/FPGA_rtime_HDR_video.git,2018-02-09 19:05:52+00:00,We are aimed at making a device for shooting real-time HDR (High Dynamic Range) video using FPGA. ,sh-vlad/FPGA_rtime_HDR_video,Verilog,FPGA_rtime_HDR_video,4142,31,2024-09-16 02:32:21+00:00,15
4433,114498561,https://github.com/rongcuid/riscv-megaproject.git,2017-12-17 00:12:15+00:00,A series of (practise) projects of RISC-V cores. All cores will support at least the I instruction set. Expect bugs/limitations for earlier ones,rongcuid/riscv-megaproject,Verilog,riscv-megaproject,1879,30,2023-02-02 03:17:07+00:00,2
4434,114368294,https://github.com/Elrori/FMCW_Radar.git,2017-12-15 12:27:31+00:00,FMCW Radar verilog project,Elrori/FMCW_Radar,Verilog,FMCW_Radar,107,30,2024-10-21 20:02:01+00:00,10
4435,115722735,https://github.com/YanB25/Tomasulo.git,2017-12-29 12:59:53+00:00,"An out-of-order execution algorithm for pipeline CPU, implemented by verilog",YanB25/Tomasulo,Verilog,Tomasulo,7835,30,2024-10-02 08:29:03+00:00,10
4436,114756795,https://github.com/NingHeChuan/Open-FPGA.git,2017-12-19 11:23:47+00:00,Devotes to open source FPGA,NingHeChuan/Open-FPGA,Verilog,Open-FPGA,44144,28,2023-08-02 07:25:03+00:00,9
4437,119435777,https://github.com/desaster/c64-dodgypla.git,2018-01-29 20:15:14+00:00,Commodore 64 PLA replacement,desaster/c64-dodgypla,Verilog,c64-dodgypla,1082,27,2024-03-22 00:23:32+00:00,17
4438,119874795,https://github.com/gtjennings1/UPDuino-OV7670-Camera.git,2018-02-01 18:17:18+00:00,Design to connect Lattice Ultraplus FPGA to OV7670 Camera Module,gtjennings1/UPDuino-OV7670-Camera,Verilog,UPDuino-OV7670-Camera,5807,21,2024-10-17 16:31:10+00:00,6
4439,117296368,https://github.com/ChrisPVille/jtaglet.git,2018-01-12 23:07:51+00:00,Easy-to-use JTAG TAP and Debug Controller core written in Verilog,ChrisPVille/jtaglet,Verilog,jtaglet,15,21,2024-10-08 15:14:15+00:00,9
4440,113904439,https://github.com/secworks/blake2s.git,2017-12-11 20:20:15+00:00,Verilog implementation of the 32-bit version of the Blake2 hash function,secworks/blake2s,Verilog,blake2s,589,21,2024-10-02 15:31:34+00:00,8
4441,121242393,https://github.com/nqHITSZ/Systolic-Array.git,2018-02-12 12:10:30+00:00,course design,nqHITSZ/Systolic-Array,Verilog,Systolic-Array,7492,20,2024-09-28 18:13:42+00:00,2
4442,119882216,https://github.com/Digilent/Arty-A7-35-XADC.git,2018-02-01 19:23:05+00:00,,Digilent/Arty-A7-35-XADC,Verilog,Arty-A7-35-XADC,61,18,2024-07-01 02:03:40+00:00,4
4443,115755036,https://github.com/zebmehring/Processor-Cache.git,2017-12-29 21:25:32+00:00,A Verilog implementation of a processor cache.,zebmehring/Processor-Cache,Verilog,Processor-Cache,336,18,2024-09-27 02:23:47+00:00,5
4444,113890540,https://github.com/igor-m/UPduino-Mecrisp-Ice-15kB.git,2017-12-11 17:53:19+00:00,Mecrisp-Ice Forth running on 16bit j1a processor (iCE40UP5k based UPduino board) with full 15kB of bram and 48bit Floating Point Library.,igor-m/UPduino-Mecrisp-Ice-15kB,Verilog,UPduino-Mecrisp-Ice-15kB,710,17,2024-09-10 16:05:38+00:00,3
4445,115100568,https://github.com/alangarf/tm1638-verilog.git,2017-12-22 09:35:27+00:00,A basic verilog driver for the TM1638 LED and key matrix chip,alangarf/tm1638-verilog,Verilog,tm1638-verilog,1370,17,2024-07-31 04:41:26+00:00,1
4446,118027048,https://github.com/azonenberg/protohdl.git,2018-01-18 19:19:29+00:00,Streaming FPGA/ASIC code generator for Google Protocol Buffers.,azonenberg/protohdl,Verilog,protohdl,28,16,2024-05-27 23:44:00+00:00,2
4447,115771353,https://github.com/akzare/HardORB.git,2017-12-30 03:35:45+00:00,TCP/IP and UDP/IP protocol stack off-loading,akzare/HardORB,Verilog,HardORB,61,15,2023-12-04 16:34:34+00:00,2
4448,119151282,https://github.com/ChenJianyunp/Posit32-2-exact-multiply-accumulator.git,2018-01-27 09:37:29+00:00,This is a hardware implementation of exact multiply accumulator for  32-bit posit number with es=2,ChenJianyunp/Posit32-2-exact-multiply-accumulator,Verilog,Posit32-2-exact-multiply-accumulator,12,15,2023-12-26 12:41:31+00:00,4
4449,113804876,https://github.com/delhatch/Red_Tracker.git,2017-12-11 02:54:15+00:00,"Uses the D8M camera module, then processes the image to detect red objects, and then overlay an x,y crosshair on the largest red object. See the video. Pure Verilog. (No soft-core processor.)",delhatch/Red_Tracker,Verilog,Red_Tracker,15254,14,2024-04-12 14:12:41+00:00,2
4450,114334639,https://github.com/kzoacn/RISCV-CPU.git,2017-12-15 06:21:51+00:00,SJTU Computer Architecture(1) Hw,kzoacn/RISCV-CPU,Verilog,RISCV-CPU,11813,14,2023-03-10 05:55:43+00:00,0
4451,117032809,https://github.com/aignacio/iir_filter.git,2018-01-11 01:24:32+00:00,IIR Lowpass Filter,aignacio/iir_filter,Verilog,iir_filter,23817,14,2024-10-14 15:23:20+00:00,6
4452,119546745,https://github.com/overlogged/sky-machine.git,2018-01-30 14:24:23+00:00,An untyped lambda calculus machine designed in FPGA.,overlogged/sky-machine,Verilog,sky-machine,118,14,2023-07-27 05:48:13+00:00,1
4453,119107706,https://github.com/OpenBanboo/High-Performance-ALU.git,2018-01-26 21:57:41+00:00,RTL Design and Implementation of High Performance Algorithm Logic Units,OpenBanboo/High-Performance-ALU,Verilog,High-Performance-ALU,1238,13,2023-07-31 02:59:35+00:00,2
4454,116473298,https://github.com/Starrynightzyq/Traffic-lights-ce.git,2018-01-06 10:16:53+00:00,基于FPGA的交通灯,Starrynightzyq/Traffic-lights-ce,Verilog,Traffic-lights-ce,1233,13,2024-05-14 09:49:51+00:00,2
4455,113051235,https://github.com/shrut1996/Cache-Implementation.git,2017-12-04 14:14:50+00:00,Implementation of a cache memory in verilog,shrut1996/Cache-Implementation,Verilog,Cache-Implementation,10,13,2024-09-18 09:30:26+00:00,4
4456,116582430,https://github.com/bryonkucharski/FPGA-ultrasonic-radar.git,2018-01-07 16:50:32+00:00,Verilog implementation of a ultrasonic radar,bryonkucharski/FPGA-ultrasonic-radar,Verilog,FPGA-ultrasonic-radar,537,13,2024-10-13 11:01:01+00:00,2
4457,119753247,https://github.com/westonb/cute-qcw.git,2018-01-31 22:45:44+00:00,A compact qcw tesla coil system,westonb/cute-qcw,Verilog,cute-qcw,2765,12,2023-12-02 20:26:20+00:00,2
4458,112967454,https://github.com/bruce311/CSGO-fpga-Edition.git,2017-12-03 22:01:47+00:00,FPGA Verilog HDL design project (DE1-SoC),bruce311/CSGO-fpga-Edition,Verilog,CSGO-fpga-Edition,40937,12,2024-06-29 22:07:23+00:00,1
4459,117053577,https://github.com/woshiyyya/RISCV-CPU.git,2018-01-11 05:17:36+00:00,Write a CPU from scratch!  (5-stage pipeline & 2-way-cache),woshiyyya/RISCV-CPU,Verilog,RISCV-CPU,1613,11,2024-03-21 13:41:52+00:00,2
4460,116704972,https://github.com/google/yaricv32.git,2018-01-08 17:08:36+00:00,,google/yaricv32,Verilog,yaricv32,32,11,2024-10-25 12:32:17+00:00,10
4461,118765017,https://github.com/pulp-platform/jtag_pulp.git,2018-01-24 12:51:28+00:00,,pulp-platform/jtag_pulp,Verilog,jtag_pulp,34,11,2024-02-02 09:03:20+00:00,11
4462,117900380,https://github.com/akash10295/VLSI-Design-FrontEnd-plus-BackEnd.git,2018-01-17 22:27:24+00:00,,akash10295/VLSI-Design-FrontEnd-plus-BackEnd,Verilog,VLSI-Design-FrontEnd-plus-BackEnd,2909,11,2024-10-12 09:34:17+00:00,0
4463,113330705,https://github.com/jjchico/verilog-examples.git,2017-12-06 15:07:03+00:00,"Various, hopefully useful, Verilog examples.",jjchico/verilog-examples,Verilog,verilog-examples,26,10,2024-10-13 01:58:38+00:00,1
4464,114896735,https://github.com/nickyc975/Y86-PIPE-CPU.git,2017-12-20 14:32:32+00:00,This is an implementation of Y86 instruction set in Verilog HDL.,nickyc975/Y86-PIPE-CPU,Verilog,Y86-PIPE-CPU,491,10,2024-01-20 08:39:06+00:00,3
4465,120905844,https://github.com/hoglet67/Ice40LogicSniffer.git,2018-02-09 12:57:34+00:00,BlackIce port of the Open Bench Logic Sniffer,hoglet67/Ice40LogicSniffer,Verilog,Ice40LogicSniffer,79,10,2023-10-06 01:28:03+00:00,4
